,min,max,mean,std
382,0.0,0.0,0.0,0.0
383,0.0003916881574323,0.1627041655686082,0.006240864611666228,0.011214502293048113
384,3.9568606892245095e-05,0.0420170436251043,0.001509804651576309,0.0031192907363115393
385,0.0,0.0,0.0,0.0
386,0.0,0.0,0.0,0.0
387,0.0,0.0,0.0,0.0
388,0.000382438243922,0.2092028707311661,0.01701618551470721,0.02563378949765396
389,3.800610147955689e-05,0.2000588404257857,0.005443243674755137,0.010356004390630082
390,0.0,0.0,0.0,0.0
391,0.0,0.0,0.0,0.0
392,0.0,0.0,0.0,0.0
393,0.0003885752120974,0.2513105241857019,0.028322519947985163,0.03520341867242493
394,3.129929960091111e-05,0.1743427784512281,0.014790933812704845,0.02003380389597601
395,0.0,0.0,0.0,0.0
396,0.0,0.0,0.0,0.0
397,0.0,0.0,0.0,0.0
398,0.0005029364676223,0.3093941299338154,0.03127664233184009,0.040700819297455774
399,8.186711122052347e-05,0.2552320410272566,0.008800543675021963,0.014681840702271538
400,0.0,0.0,0.0,0.0
401,0.0,0.0,0.0,0.0
402,0.0,0.0,0.0,0.0
403,0.0003231056869636,0.2526726366968215,0.014983148333951316,0.026952547448011434
404,1.5831466846934854e-05,0.0922166880452545,0.005624674057199336,0.009848601212500403
405,0.0,0.0,0.0,0.0
406,0.0,0.0,0.0,0.0
407,0.0,0.0,0.0,0.0
408,0.0002649965936486,0.2497284283171224,0.024049046818346183,0.03823861085017946
409,5.35844077961828e-06,0.1307561609899618,0.0059514293201947364,0.009820563419032547
410,0.0,0.0,0.0,0.0
411,0.0,0.0,0.0,0.0
412,0.0,0.0,0.0,0.0
413,0.0003599866234458,0.2621219480131565,0.03675561908970177,0.04286335649536024
414,1.0345656579176612e-05,0.1275231559548682,0.008365094634896115,0.010026009085741137
415,0.0,0.0,0.0,0.0
416,0.0,0.0,0.0,0.0
417,0.0,0.0,0.0,0.0
418,0.0004449489671437,0.2503242053330171,0.040342153710621886,0.04542648122024031
419,3.631645389721419e-05,0.152326924164138,0.00954817030309988,0.0160857193752282
420,0.0,0.0,0.0,0.0
421,0.0,0.0,0.0,0.0
422,0.0,0.0,0.0,0.0
423,0.0003571169493901,0.2068822311646057,0.01757796003316044,0.028071041114912706
424,1.0449848821148278e-05,0.0811372249457331,0.0034674073896543973,0.0059189445385241105
425,0.0,0.0,0.0,0.0
426,0.0,0.0,0.0,0.0
427,0.0,0.0,0.0,0.0
428,0.0003415348680729,0.1445426610987152,0.013474683003202769,0.023457447213944552
429,1.5029656414052757e-05,0.0775726225663027,0.002190991000036404,0.0045601540675705545
430,0.0,0.0,0.0,0.0
431,0.0,0.0,0.0,0.0
432,0.0,0.0,0.0,0.0
433,0.0003447907719063,0.3241782224989771,0.028218831384364866,0.050025573851886454
434,1.0346944273027758e-05,0.0725381537804079,0.0052538421710495616,0.009857457562887358
435,0.0,0.0,0.0,0.0
436,0.0,0.0,0.0,0.0
437,0.0,0.0,0.0,0.0
438,0.0003813294710239,0.2300335305753011,0.025722472735951303,0.037659476505547504
439,2.2422353088683877e-05,0.0465271783001074,0.003989851554675458,0.005646325335542158
440,0.0,0.0,0.0,0.0
441,0.0,0.0,0.0,0.0
442,0.0,0.0,0.0,0.0
443,0.0005493773109261,0.2415148398622724,0.021969144783926867,0.03766562174555903
444,8.705350862847699e-05,0.0590115437218357,0.003458434712736648,0.006950612833628715
445,0.0,0.0,0.0,0.0
446,0.0,0.0,0.0,0.0
447,0.0,0.0,0.0,0.0
448,0.0003893914517278,0.2581681373190365,0.01989086393452923,0.03419994885310365
449,2.6527023766705423e-05,0.0831162067993315,0.0034172700794335245,0.007484684282211293
450,0.0,0.0,0.0,0.0
451,0.0,0.0,0.0,0.0
452,0.0,0.0,0.0,0.0
453,0.0007464098756588,0.2184458428578264,0.02473793136782158,0.030162723419958584
454,7.932246250570725e-05,0.0906752960277315,0.004597272868830936,0.0067833957730173335
455,0.0,0.0,0.0,0.0
456,0.0,0.0,0.0,0.0
457,0.0,0.0,0.0,0.0
458,0.0004861965858828,0.2642238782851215,0.024418370483916145,0.03742755604314174
459,6.348705386138573e-05,0.2079245178686567,0.013785312898926864,0.026523575911509167
460,0.0,0.0,0.0,0.0
461,0.0,0.0,0.0,0.0
462,0.0,0.0,0.0,0.0
463,0.0006113069209625,0.2371002243955408,0.03292780828693206,0.04330144988954015
464,0.0001151208289318,0.1906470065453853,0.01516828722050804,0.026272805416915207
465,0.0,0.0,0.0,0.0
466,0.0,0.0,0.0,0.0
467,0.0,0.0,0.0,0.0
468,0.0006131096374609,0.2358976884323096,0.015284005774075555,0.02920639561664127
469,9.868690347226352e-05,0.1696523774943659,0.009031578472343814,0.02294809429455328
470,0.0,0.0,0.0,0.0
471,0.0,0.0,0.0,0.0
472,0.0,0.0,0.0,0.0
473,0.0004994012197788,0.246750704087096,0.01966251754181844,0.029293101774984568
474,0.0001300721092648,0.2064215566499259,0.009631172994900315,0.01597367555261045
475,0.0,0.0,0.0,0.0
476,0.0,0.0,0.0,0.0
477,0.0,0.0,0.0,0.0
478,0.0004108447627535,0.2549694255942783,0.02194595305459831,0.03309538505992581
479,5.471721915094571e-05,0.2045285920347589,0.010287297069461045,0.02001158781230292
480,0.0,0.0,0.0,0.0
481,0.0,0.0,0.0,0.0
482,0.0,0.0,0.0,0.0
483,0.0003776355120586,0.2296199737540123,0.02070443771644007,0.03369327821688964
484,3.74798336549867e-05,0.159345847421061,0.005367577611985946,0.009448214171263496
485,0.0,0.0,0.0,0.0
486,0.0,0.0,0.0,0.0
487,0.0,0.0,0.0,0.0
488,0.0003925314671317,0.2913029331178336,0.03422877669189358,0.04333537437523282
489,3.233801320696705e-05,0.1673588091952989,0.008964504272976827,0.0136862426053455
490,0.0,0.0,0.0,0.0
491,0.0,0.0,0.0,0.0
492,0.0,0.0,0.0,0.0
493,0.0004868025486783,0.1942362763471444,0.01708870348592568,0.024287140924665166
494,7.811687595276847e-05,0.202818537835665,0.00695044683900335,0.012829301717002702
495,0.0,0.0,0.0,0.0
496,0.0,0.0,0.0,0.0
497,0.0,0.0,0.0,0.0
498,0.0004226834299897,0.2388458448424238,0.024852339061844107,0.03566805679501897
499,3.548063814351319e-05,0.1720072708653021,0.007835706498661398,0.014113281713449806
500,0.0,0.0,0.0,0.0
501,0.0,0.0,0.0,0.0
502,0.0,0.0,0.0,0.0
503,0.0003976133594853,0.2471725133098743,0.024966598544518194,0.03575091779693974
504,2.739800641064215e-05,0.0870267087771059,0.0061963769318554435,0.010920718107791591
505,0.0,0.0,0.0,0.0
506,0.0,0.0,0.0,0.0
507,0.0,0.0,0.0,0.0
508,0.0003739440291641,0.2169279580857613,0.020156864932048477,0.0282912238892799
509,2.456446778878456e-05,0.1402916721098589,0.0072131149450546765,0.01296028364167519
510,0.0,0.0,0.0,0.0
511,0.0,0.0,0.0,0.0
512,0.0,0.0,0.0,0.0
513,0.0004661203701254,0.2476121059603422,0.023866837408874114,0.03766957151579768
514,7.558848125772015e-05,0.1426675569272744,0.008591956814324585,0.01585063493608596
515,0.0,0.0,0.0,0.0
516,0.0,0.0,0.0,0.0
517,0.0,0.0,0.0,0.0
518,0.0003606537740494,0.2859795853281218,0.023354237328278363,0.04381947193164675
519,1.818798074475941e-05,0.1255102985957275,0.006807461618590941,0.015476631245598373
520,0.0,0.0,0.0,0.0
521,0.0,0.0,0.0,0.0
522,0.0,0.0,0.0,0.0
523,0.0003594791835922,0.1704344842761935,0.014931007354623386,0.026102640040232904
524,1.9504503402932297e-05,0.0930567832887899,0.0032339597275432594,0.006515421144832824
525,0.0,0.0,0.0,0.0
526,0.0,0.0,0.0,0.0
527,0.0,0.0,0.0,0.0
528,0.0004015751258365,0.2604360082667988,0.026960829880077183,0.037487876922582986
529,3.20751048660183e-05,0.2748094434280567,0.009176554482741567,0.015079674544296448
530,0.0,0.0,0.0,0.0
531,0.0,0.0,0.0,0.0
532,0.0,0.0,0.0,0.0
533,0.0004748020450962,0.2666210850910676,0.02280873549400897,0.03663224966857726
534,8.049214908909558e-05,0.1469005256242813,0.007530638991024629,0.01659276546268777
535,0.0,0.0,0.0,0.0
536,0.0,0.0,0.0,0.0
537,0.0,0.0,0.0,0.0
538,0.0003830362526521,0.2968867035052175,0.027164023314891376,0.039747962004833354
539,3.385406311765687e-05,0.0955485948413849,0.006770809665610302,0.01166733677033249
540,0.0,0.0,0.0,0.0
541,0.0,0.0,0.0,0.0
542,0.0,0.0,0.0,0.0
543,0.0003909069591175,0.230588308125918,0.0222109697519985,0.03477437379462248
544,3.423561078152968e-05,0.0887001934544376,0.004463674992724684,0.00865044683780996
545,0.0,0.0,0.0,0.0
546,0.0,0.0,0.0,0.0
547,0.0,0.0,0.0,0.0
548,0.0003334598641941,0.1783311827216645,0.011052054924092046,0.019745130519815628
549,1.2025115453498796e-05,0.0790984729877201,0.0020690782115745034,0.004315310232933166
550,0.0,0.0,0.0,0.0
551,0.0,0.0,0.0,0.0
552,0.0,0.0,0.0,0.0
553,0.0003545173381473,0.3224076495559034,0.021543179168137968,0.04718698767423825
554,4.897348606474149e-06,0.0867423053196608,0.004255702604521751,0.010130912472426284
555,0.0,0.0,0.0,0.0
556,0.0,0.0,0.0,0.0
557,0.0,0.0,0.0,0.0
558,0.0003825141323364,0.3447837623993933,0.05424485972015346,0.05720226795094419
559,1.424732913385405e-05,0.0996282884852687,0.01088076134426387,0.012460355006713707
560,0.0,0.0,0.0,0.0
561,0.0,0.0,0.0,0.0
562,0.0,0.0,0.0,0.0
563,0.0008178924414999,0.2892567439257602,0.04103146692939057,0.04156248471391512
564,0.0001432356037965,0.079372873716065,0.00730368986637974,0.009667321199731167
565,0.0,0.0,0.0,0.0
566,0.0,0.0,0.0,0.0
567,0.0,0.0,0.0,0.0
568,0.0003435127849235,0.2811368692408549,0.029653580941589885,0.0341430196847695
569,1.569673301862708e-05,0.0730819020235013,0.005602745851309497,0.0073930986470934976
570,0.0,0.0,0.0,0.0
571,0.0,0.0,0.0,0.0
572,0.0,0.0,0.0,0.0
573,0.000478931960166,0.3138708201646354,0.028819362812353932,0.045568412840097355
574,3.799492093565597e-05,0.0700219994323948,0.004748042383683307,0.00806054202969512
575,0.0,0.0,0.0,0.0
576,0.0,0.0,0.0,0.0
577,0.0,0.0,0.0,0.0
578,0.0003573666749126,0.2718084932944184,0.048203706262707195,0.050939810125267326
579,8.777211270643772e-06,0.093141853449841,0.007783360879422602,0.009452434178000424
580,0.0,0.0,0.0,0.0
581,0.0,0.0,0.0,0.0
582,0.0,0.0,0.0,0.0
583,0.0005980003330358,0.274699826366744,0.03443333035466695,0.045241536218147804
584,0.0001396362339755,0.2863569068004946,0.02085372227713414,0.039021912039208274
585,0.0,0.0,0.0,0.0
586,0.0,0.0,0.0,0.0
587,0.0,0.0,0.0,0.0
588,0.0004956250916373,0.2706678009807858,0.027960018079403636,0.041362867739176946
589,4.155933022101156e-05,0.2259758814295414,0.017465062869926447,0.03175787428957708
590,0.0,0.0,0.0,0.0
591,0.0,0.0,0.0,0.0
592,0.0,0.0,0.0,0.0
593,0.0005577116453109,0.2520308025678418,0.017058262027921788,0.02740796572036513
594,8.067909929351669e-05,0.1460305222248837,0.0060167908090941425,0.013399046336909552
595,0.0,0.0,0.0,0.0
596,0.0,0.0,0.0,0.0
597,0.0,0.0,0.0,0.0
598,0.0004198762734908,0.267104471332328,0.04105969030492856,0.04671578542966616
599,2.81445475457135e-05,0.1363051502529652,0.013073708218652717,0.01863861702184407
600,0.0,0.0,0.0,0.0
601,0.0,0.0,0.0,0.0
602,0.0,0.0,0.0,0.0
603,0.0009638180628983,0.2414038228712106,0.03445920371275435,0.04125872000863463
604,0.0002178967850282,0.0656504878275371,0.0049488606097860665,0.006232485353061801
605,0.0,0.0,0.0,0.0
606,0.0,0.0,0.0,0.0
607,0.0,0.0,0.0,0.0
608,0.0003823292967696,0.2896822312631772,0.046865861757539755,0.05500413194459064
609,1.6716721328152368e-05,0.1255003763409794,0.008021163171183662,0.012214659939315007
610,0.0,0.0,0.0,0.0
611,0.0,0.0,0.0,0.0
612,0.0,0.0,0.0,0.0
613,0.000380160101941,0.2440964635602418,0.034092314108152943,0.043197020794986316
614,2.358502630290472e-05,0.073202331888455,0.006349807506834182,0.008713796924379338
615,0.0,0.0,0.0,0.0
616,0.0,0.0,0.0,0.0
617,0.0,0.0,0.0,0.0
618,0.0003862307389521,0.1393885796319565,0.03554661900305815,0.056817226990598144
619,4.00093036241428e-06,0.1412409178944609,0.03516264239222058,0.05697716145147397
